pdbId	chainIds1	chainIds2	scopes1	scopes2
1tnr	R	A	g.24.1.1:g.24.1.1:g.24.1.1	b.22.1.1
3cup	A	B	b.1.1.2:d.19.1.1	0.0.0.0
3k9p	A	B	a.5.2.1:d.20.1.1	d.15.1.1
4zqk	A	B	b.1.1.0	b.1.1.1
3bc1	B	A	0.0.0.0	c.37.1.8
1gl1	I	A	g.4.1.1	b.47.1.2
1r8q	E	A	a.118.3.1	c.37.1.8
4crw	B	A	c.37.1.0	0.0.0.0
5e8c	B	A	0.0.0.0	0.0.0.0
5j57	B	A	b.1.1.1	d.165.1.1
3l33	A	E	b.47.1.2	g.8.1.1
4gts	B	A	a.102.4.3	0.0.0.0
2h7v	A	C	c.37.1.8	0.0.0.0
1shw	A	B	b.6.1.5	b.18.1.4
4xl1	B	A	0.0.0.0	g.3.11.0:g.3.11.0:g.3.11.0
5wsv	A	B	0.0.0.0	0.0.0.0
2w3r	B	A	d.133.1.1:d.41.1.1	a.56.1.0:d.145.1.0:d.15.4.0:d.87.2.0
3mj7	B	A	0.0.0.0	0.0.0.0
5odt	A	B	d.144.1.0	0.0.0.0
4hop	B	A	0.0.0.0	0.0.0.0
3ffk	A	B	d.109.1.1:d.109.1.1:d.109.1.1	c.55.1.0:c.55.1.1
5iml	A	B	0.0.0.0	0.0.0.0
4cz2	D	A	0.0.0.0	c.37.1.0
3a8y	A	C	0.0.0.0	0.0.0.0
1zv5	A	L	b.1.1.1	d.2.1.2
5v5g	B	A	0.0.0.0	0.0.0.0
2y9m	B	A	0.0.0.0	d.20.1.0
5aqb	A	B	0.0.0.0	0.0.0.0
5o2t	B	A	d.211.1.1	c.37.1.8
5hpl	C	A	d.15.1.1	d.148.1.0
2w9f	A	B	0.0.0.0	d.144.1.7
1itb	B	A	b.1.1.4:b.1.1.4:b.1.1.4	b.42.1.2
4g8x	B	A	0.0.0.0	a.4.13.2
5ikf	B	A	0.0.0.0	0.0.0.0
3cwz	A	B	0.0.0.0	0.0.0.0
1gl4	B	A	b.1.1.4	d.22.1.2:g.3.11.5
4dxa	A	B	c.37.1.8	0.0.0.0
1ugq	A	B	d.149.1.1	b.34.4.4
5fbz	A	B	b.18.1.0:c.41.1.1	d.40.1.1
3fqd	A	B	0.0.0.0	0.0.0.0
3pvb	A	B	0.0.0.0	0.0.0.0
5oe7	A	B	0.0.0.0	0.0.0.0
5e8j	A	C	0.0.0.0	0.0.0.0
4ekd	B	A	a.91.1.1	0.0.0.0
3anw	A	B	0.0.0.0	0.0.0.0
5kev	B	A	0.0.0.0	0.0.0.0
5uq1	B	A	0.0.0.0	0.0.0.0
3n1q	C	B	b.1.2.1	d.65.1.2
2z7f	E	I	b.47.1.2	g.3.14.0
2y3a	B	A	0.0.0.0	0.0.0.0
2z64	A	C	0.0.0.0	0.0.0.0
2co6	B	A	b.1.11.1:b.7.2.1	b.2.3.2
5wb5	B	A	0.0.0.0	0.0.0.0
5cra	A	D	0.0.0.0	d.15.1.1
5hjp	A	B	a.123.1.1	a.123.1.1:l.1.1.1
1shy	B	A	b.69.12.1:g.16.2.1	b.47.1.2
2ehb	D	A	0.0.0.0	a.39.1.0
5c2u	B	A	b.1.1.0	0.0.0.0
4fqb	B	A	0.0.0.0	0.0.0.0
1jdh	B	A	j.71.1.1	a.118.1.1
3ayh	A	B	0.0.0.0	0.0.0.0
3rt0	C	A	0.0.0.0	0.0.0.0
4k12	A	B	0.0.0.0	0.0.0.0
4krc	B	A	0.0.0.0	d.144.1.0
1hfe	S	L	a.137.4.1	c.96.1.1:d.58.1.5
1lb1	B	A	c.37.1.8	a.87.1.1:b.55.1.1
4lgs	A	B	d.165.1.1	b.1.1.1
2bov	A	B	c.37.1.0	d.166.1.1
5u4m	B	A	b.1.1.1	d.165.1.1
1h9i	I	E	g.3.2.1	b.47.1.2
4mjs	U	V	d.15.2.2	0.0.0.0
1pdk	A	B	b.1.11.1:b.7.2.1	b.2.3.2
5oen	A	B	0.0.0.0	0.0.0.0
5dca	A	J	0.0.0.0	c.97.3.0
5b4x	B	A	0.0.0.0	0.0.0.0
5u89	B	A	d.100.2.0	0.0.0.0
5d3i	B	A	0.0.0.0	0.0.0.0
5c4v	A	B	b.26.1.1	0.0.0.0
4wlp	A	B	0.0.0.0	0.0.0.0
3gb8	A	B	a.118.1.19	d.142.2.5:g.88.2.1
3t04	D	A	b.1.2.0	d.93.1.1
4yoc	C	A	0.0.0.0	0.0.0.0
3s8v	A	X	0.0.0.0	0.0.0.0
1kxq	A	H	b.71.1.1:c.1.8.1	b.1.1.1
5cll	B	A	b.55.1.0	c.37.1.8
3sde	A	B	0.0.0.0	0.0.0.0
1zvy	B	A	d.2.1.2	b.1.1.1
4aym	B	C	0.0.0.0	0.0.0.0
1m1e	B	A	a.161.1.1	a.118.1.1
2wjz	B	A	c.23.16.1	c.1.2.1
6bcb	A	F	0.0.0.0	c.37.1.8
5sv3	A	B	b.1.1.1	0.0.0.0
3hd8	B	A	b.29.1.11	b.50.1.2
4wz3	A	B	d.20.1.1	0.0.0.0
4jif	B	A	0.0.0.0	0.0.0.0
1y14	D	C	b.40.4.5:d.230.1.1	a.60.8.2
5fir	B	A	0.0.0.0	0.0.0.0
4jvs	B	A	c.37.1.8	0.0.0.0
2ziw	B	A	0.0.0.0	0.0.0.0
4kyt	B	A	0.0.0.0	b.82.7.1:c.108.1.7:d.220.1.1:f.33.1.1
2ddq	L	H	b.1.1.1:b.1.1.2	b.1.1.2
2g81	E	I	b.47.1.2	g.3.13.1
3lms	A	B	c.56.5.0	g.9.1.3:g.9.1.3
4dx8	J	A	0.0.0.0	0.0.0.0
4uzz	A	B	0.0.0.0	0.0.0.0
3vx8	A	B	0.0.0.0	0.0.0.0
4n9o	B	A	b.1.1.1	0.0.0.0
2wd5	A	B	0.0.0.0	0.0.0.0
4ilw	A	D	b.40.3.1	d.92.1.11
4yn0	A	B	0.0.0.0	a.47.4.0
1ds6	A	B	c.37.1.8	b.1.18.8
3blq	A	B	d.144.1.0	a.74.1.1:a.74.1.1
5mza	A	B	0.0.0.0	b.1.1.0:b.1.1.3
4uhp	D	C	a.28.2.0	d.4.1.0
4ium	B	A	d.15.1.1	0.0.0.0
3ddc	B	A	0.0.0.0	c.37.1.8
1stf	E	I	d.3.1.1	d.17.1.2
4f48	B	A	0.0.0.0	0.0.0.0
5f72	S	K	0.0.0.0	0.0.0.0
5n4e	A	C	0.0.0.0	0.0.0.0
5y1z	C	A	0.0.0.0	0.0.0.0
1ujw	A	B	f.4.3.3	h.4.9.1
4iu2	A	B	0.0.0.0	0.0.0.0
3t5g	A	B	c.37.1.8	b.1.18.8
3laq	A	U	0.0.0.0	0.0.0.0
3ab3	C	D	a.66.1.1:c.37.1.8	0.0.0.0
4pw9	B	A	0.0.0.0	0.0.0.0
4wv4	A	B	0.0.0.0	0.0.0.0
1tmq	B	A	a.52.1.2	b.71.1.1:c.1.8.1
3e0j	H	G	0.0.0.0	0.0.0.0
3lku	A	B	0.0.0.0	0.0.0.0
3a8i	E	A	b.84.1.1	b.44.2.0:d.250.1.1
3pk1	A	B	0.0.0.0	0.0.0.0
4bcj	A	B	d.144.1.7	a.74.1.0:a.74.1.0
4hgk	D	A	b.1.1.1	a.126.1.0:a.126.1.0
5ml9	B	A	0.0.0.0	0.0.0.0
1t8l	B	A	g.8.1.1	b.47.1.2
2ov2	A	I	c.37.1.8	0.0.0.0
4arz	A	B	0.0.0.0	0.0.0.0
3wex	B	A	0.0.0.0	b.1.1.0:d.19.1.0
2i9b	E	A	g.7.1.3:g.7.1.3:g.7.1.3	g.14.1.1:g.3.11.1
3s97	C	A	b.1.1.0	b.74.1.0
5nvl	A	B	d.86.1.0	0.0.0.0
4f9b	B	A	0.0.0.0	0.0.0.0
1z0k	A	B	c.37.1.8	a.2.19.1
4h1w	B	A	0.0.0.0	0.0.0.0
3q73	B	A	0.0.0.0	a.118.6.0
4gmj	A	B	0.0.0.0	0.0.0.0
4pbw	B	E	0.0.0.0	b.1.1.0:b.1.1.0
1luj	B	A	a.161.1.1	a.118.1.1
1f3v	B	A	b.8.1.1:h.1.2.1	d.58.22.1
2x8b	B	A	g.7.1.1	c.69.1.0
1f8u	A	B	c.69.1.1	g.7.1.1
3ei3	B	A	0.0.0.0	0.0.0.0
4u4p	A	B	0.0.0.0	0.0.0.0
3m5i	B	A	h.3.1.1	b.19.1.0
3rpf	D	A	0.0.0.0	0.0.0.0
2c7n	F	E	d.15.1.1	0.0.0.0
3fcs	A	B	0.0.0.0	0.0.0.0
5mkk	B	A	0.0.0.0	c.37.1.0:f.37.1.0
4awx	A	B	0.0.0.0	a.4.5.62
3iey	A	B	0.0.0.0	0.0.0.0
1fcd	A	C	c.3.1.5:c.3.1.5:d.87.1.1	a.3.1.4:a.3.1.4
2rfe	E	A	0.0.0.0	0.0.0.0
1g3j	B	A	j.71.1.1	a.118.1.1
5sy5	A	B	0.0.0.0	0.0.0.0
3mks	C	D	a.157.1.1:d.42.1.1	a.158.1.1:b.69.4.1
4ksk	D	A	d.15.1.1	0.0.0.0
4uad	A	E	a.118.1.0	d.361.1.1
3rcz	B	A	d.20.1.1	0.0.0.0
4x6r	B	A	0.0.0.0	d.144.1.7
4nfu	B	A	0.0.0.0	0.0.0.0
5eu0	B	A	0.0.0.0	0.0.0.0
3qwq	A	B	0.0.0.0	b.1.2.0
5l21	A	B	b.29.1.6:b.42.4.2	b.1.1.1
5mb9	A	D	0.0.0.0	0.0.0.0
3doe	B	A	0.0.0.0	c.37.1.8
5d7l	A	B	0.0.0.0	0.0.0.0
2oul	B	A	b.1.26.1	d.3.1.1
1ldj	B	A	g.44.1.1	a.118.17.1:a.4.5.34:e.40.1.1
2fh5	B	A	c.37.1.8	d.110.4.4
5l0u	B	A	0.0.0.0	0.0.0.0
2rf4	B	A	g.98.1.1	b.40.4.5:d.230.1.2
5gn0	A	E	0.0.0.0	0.0.0.0
4gok	B	G	c.37.1.8	0.0.0.0
2sni	E	I	c.41.1.1	d.40.1.1
3h2v	A	E	a.24.9.1	d.58.7.1
5ja2	B	A	d.100.2.1	0.0.0.0
2v5q	D	A	0.0.0.0	0.0.0.0
2gaf	D	A	e.69.1.1	c.66.1.25
1rrp	B	A	b.55.1.3	c.37.1.8
5ays	C	A	0.0.0.0	c.18.1.1
3uyo	D	A	b.1.2.0	d.93.1.1
1p5v	A	B	b.1.11.1:b.7.2.1	b.2.3.2
4mit	A	E	c.37.1.0	0.0.0.0
1uw4	B	A	a.118.1.14	d.58.7.4
4fmb	A	B	0.0.0.0	0.0.0.0
4v4c	U	V	0.0.0.0	0.0.0.0
1dpj	B	A	a.137.7.1	b.50.1.2
2f91	B	A	0.0.0.0	b.47.1.2
3m5h	B	A	h.3.1.1	b.19.1.2
5mla	A	B	0.0.0.0	0.0.0.0
1ixs	B	A	a.4.5.11:c.37.1.20	a.5.1.1
2ve7	B	D	0.0.0.0	0.0.0.0
5u62	C	A	0.0.0.0	0.0.0.0
5ovw	H	A	b.1.1.1	c.92.2.2
4uip	B	A	0.0.0.0	0.0.0.0
3zhp	A	D	a.118.1.15	d.144.1.0
2q86	A	B	b.1.1.0:b.1.1.0	b.1.1.0:b.1.1.2
3og4	A	B	0.0.0.0	0.0.0.0
2cfh	C	A	0.0.0.0	d.278.1.2
4c3o	F	E	0.0.0.0	0.0.0.0
3gxu	B	A	b.6.1.5	b.18.1.4
3wxm	B	A	0.0.0.0	b.43.3.0:b.44.1.0:c.37.1.0
4y7m	B	D	b.1.1.1	0.0.0.0
5gwo	A	C	0.0.0.0	0.0.0.0
3k5b	B	A	h.1.37.1	d.81.4.1:h.1.36.1
4wwy	A	C	b.47.1.2	g.8.1.1
3gj4	A	B	c.37.1.8	0.0.0.0
5e7o	B	A	0.0.0.0	0.0.0.0
3cqc	B	A	0.0.0.0	0.0.0.0
1i2m	B	A	b.69.5.1	c.37.1.8
3ux9	A	B	a.26.1.3	b.1.1.0:b.1.1.0
1ynk	L	H	b.1.1.1:b.1.1.2	0.0.0.0
5odw	A	C	0.0.0.0	0.0.0.0
4k81	B	A	c.37.1.8	0.0.0.0
3bji	D	A	c.37.1.8	0.0.0.0
2ajz	H	L	0.0.0.0	b.1.1.0:b.1.1.2
5k35	B	A	a.157.1.1:d.42.1.0	0.0.0.0
2odb	A	B	c.37.1.8	0.0.0.0
5tvq	A	B	0.0.0.0	d.15.1.1
5lbq	B	A	0.0.0.0	0.0.0.0
3d31	B	D	b.40.6.0:c.37.1.12	f.58.1.1
4hgm	B	A	a.126.1.1:a.126.1.1:a.126.1.1	b.1.1.1
2ibg	F	A	d.65.1.2	b.1.2.1:b.1.2.1
1o96	B	A	c.26.2.3:c.31.1.2	c.26.2.3
4d0n	B	A	0.0.0.0	c.37.1.8
4wlq	B	A	0.0.0.0	0.0.0.0
4xsh	A	B	c.37.1.8	d.166.1.0
2io4	B	A	d.131.1.0:d.131.1.0	0.0.0.0
3fii	A	B	d.92.1.7	0.0.0.0
3cpj	B	G	0.0.0.0	c.3.1.0:c.3.1.3:d.16.1.0
3vrd	A	B	a.3.1.4:a.3.1.4	0.0.0.0
5elu	B	A	0.0.0.0	0.0.0.0
4gi3	C	A	0.0.0.0	c.41.1.1
3ncf	B	A	b.1.2.1:b.1.2.1	a.26.1.1
4c6t	A	B	0.0.0.0	0.0.0.0
3wso	A	B	0.0.0.0	a.157.1.1:d.42.1.0
1frf	L	S	e.18.1.1	e.19.1.1
2ido	B	A	a.237.1.1	c.55.3.5
4pki	G	A	0.0.0.0	c.55.1.1:c.55.1.1
2wy7	Q	A	0.0.0.0	a.102.4.4
1zbx	B	A	d.339.1.1	b.34.12.1
5e6p	A	B	0.0.0.0	0.0.0.0
1qgk	A	B	a.118.1.1	0.0.0.0
4v3e	A	B	0.0.0.0	d.19.1.1
4uy2	C	A	g.7.1.1	b.96.1.0
4zjv	C	A	0.0.0.0	0.0.0.0
2ejg	C	A	0.0.0.0	b.34.1.1:d.104.1.2
5jmc	B	A	0.0.0.0	b.29.1.6:b.42.4.2
5jsn	A	B	0.0.0.0	0.0.0.0
1s9d	E	A	a.118.3.1	c.37.1.8
4xkd	C	D	b.19.1.0	h.3.1.1
3zld	A	B	0.0.0.0	0.0.0.0
1brc	I	E	g.8.1.1	b.47.1.2
5jyl	B	A	b.1.1.0:b.1.1.0	b.1.6.1
3von	b	a	0.0.0.0	0.0.0.0
5jjw	A	B	0.0.0.0	0.0.0.0
5n2w	B	A	d.15.1.1	0.0.0.0
3t62	A	D	b.47.1.2	g.8.1.1
1wpx	B	A	b.17.1.1	c.69.1.5
2fif	B	A	g.39.1.15	d.15.1.1
1c16	B	A	b.1.1.2	b.1.1.2:d.19.1.1
5nkk	A	B	0.0.0.0	0.0.0.0
5x4l	A	C	b.52.2.3:d.31.1.1	d.15.1.0
3lpe	A	B	0.0.0.0	g.41.9.0
4wxv	C	A	g.8.1.0	b.47.1.2
4pkh	B	A	0.0.0.0	c.55.1.1:c.55.1.1
4x0n	B	A	0.0.0.0	0.0.0.0
5m2s	B	A	0.0.0.0	0.0.0.0
1bxi	B	A	d.4.1.1	a.28.2.1
3qbv	B	A	0.0.0.0	0.0.0.0
2vsm	B	A	b.6.1.5	0.0.0.0
3cm8	A	B	e.77.1.1	0.0.0.0
5cay	G	B	0.0.0.0	b.1.1.1
3mkq	D	C	0.0.0.0	0.0.0.0
5m13	B	A	0.0.0.0	0.0.0.0
1jtp	A	L	b.1.1.1	d.2.1.2
4oyd	A	B	0.0.0.0	0.0.0.0
3tl8	B	A	0.0.0.0	d.144.1.0
1bp3	A	B	a.26.1.1	b.1.2.1:b.1.2.1
4nik	B	A	0.0.0.0	0.0.0.0
4dmu	B	A	0.0.0.0	0.0.0.0
5v8z	A	B	a.71.1.1	0.0.0.0
2xa0	C	A	0.0.0.0	0.0.0.0
6es1	A	B	b.29.1.6:b.42.4.2	0.0.0.0
3jv4	A	B	b.1.18.1	b.1.18.0
3tmp	B	A	d.15.1.1	0.0.0.0
5bmu	B	A	0.0.0.0	0.0.0.0
3hi2	B	A	0.0.0.0	0.0.0.0
3oun	A	B	b.26.1.0	0.0.0.0
5caw	B	A	d.15.1.1	0.0.0.0
2ihb	A	B	0.0.0.0	a.91.1.0
1t2q	L	H	b.1.1.1:b.1.1.2	b.1.1.2
1y4d	E	I	c.41.1.1	d.40.1.1
5ip4	E	A	0.0.0.0	b.1.1.1
4fap	B	A	a.24.7.1	d.26.1.1
4wen	B	A	b.1.1.1	0.0.0.0
2hle	B	A	b.6.1.5	b.18.1.4
1efv	B	A	c.26.2.3	c.26.2.3:c.31.1.2
3lcp	A	C	b.29.1.13	0.0.0.0
3di3	A	B	0.0.0.0	0.0.0.0
3k9m	C	A	d.17.1.2	0.0.0.0
4dk3	C	A	0.0.0.0	b.1.1.1
3viq	B	A	0.0.0.0	0.0.0.0
6b8q	A	B	0.0.0.0	a.39.1.5
5maw	E	D	a.24.19.0	0.0.0.0
3c7k	B	A	a.91.1.1	0.0.0.0
2ycl	B	A	0.0.0.0	0.0.0.0
3o11	L	H	b.1.1.0:b.1.1.2	0.0.0.0
4uhz	B	A	0.0.0.0	g.17.1.2
5cbn	A	B	0.0.0.0	c.94.1.1
5f84	B	A	g.3.11.1	0.0.0.0
4nbz	B	A	b.1.1.0	0.0.0.0
4uru	R	S	c.37.1.8	a.117.1.1
5ua4	B	A	0.0.0.0	0.0.0.0
3g9v	A	B	0.0.0.0	a.26.1.3
5u4l	A	B	d.165.1.1	b.1.1.0
1nrj	A	B	d.110.4.4	c.37.1.8
1iyj	B	A	a.170.1.1:a.171.1.1:b.40.4.3:b.40.4.3:b.40.4.3	0.0.0.0
5l04	B	A	0.0.0.0	0.0.0.0
3gew	B	A	0.0.0.0	0.0.0.0
4qtu	A	B	0.0.0.0	0.0.0.0
4i43	A	B	a.118.29.1:b.182.1.1	c.52.1.36:c.55.3.14:c.97.3.1:e.8.1.8
4s0t	B	E	a.123.1.1	b.1.2.0
3o6b	B	A	0.0.0.0	0.0.0.0
4nqc	B	A	b.1.1.2	b.1.1.0:d.19.1.0
3l0i	A	B	0.0.0.0	c.37.1.8
4riw	A	B	d.144.1.0	d.144.1.7
4bfb	D	A	b.1.1.1	b.50.1.0
4x6e	A	B	b.1.1.2:d.19.1.1	b.1.1.2
4ip3	A	B	0.0.0.0	d.20.1.0
1zbd	B	A	g.50.1.1	c.37.1.8
4zk9	A	B	0.0.0.0	d.9.1.1
4hrl	A	C	0.0.0.0	0.0.0.0
3m63	A	B	0.0.0.0	d.15.1.0
5tut	A	B	d.20.1.1	d.15.1.1
4tx3	A	B	a.104.1.0	0.0.0.0
4kvo	E	A	d.108.1.0	0.0.0.0
2be6	D	A	0.0.0.0	a.39.1.5
2jki	A	S	0.0.0.0	0.0.0.0
1r27	A	B	b.52.2.2:c.81.1.1	d.58.1.5
1zan	H	L	0.0.0.0	b.1.1.0:b.1.1.0
5x5w	B	A	b.1.1.0	0.0.0.0
2i26	N	L	b.1.1.1	d.2.1.2
5jtj	B	A	0.0.0.0	0.0.0.0
3gj3	A	B	c.37.1.8	g.41.11.1
5ced	B	A	0.0.0.0	0.0.0.0
4atb	A	B	0.0.0.0	0.0.0.0
4udm	A	B	d.26.2.1	b.101.1.1
4ygx	A	B	0.0.0.0	0.0.0.0
4v0n	C	D	c.37.1.0	0.0.0.0
2ghw	A	B	d.318.1.1	b.1.1.1:b.1.1.1
3su8	X	A	0.0.0.0	0.0.0.0
4zkb	A	B	0.0.0.0	d.9.1.1
5jlv	C	A	0.0.0.0	b.29.1.6:b.42.4.2
4fmd	A	B	0.0.0.0	c.37.1.8
2ovp	B	A	a.158.1.1:b.69.4.1	a.157.1.1:d.42.1.1
4txo	C	D	c.47.1.10	c.47.1.0
5ecj	E	A	b.1.2.0	0.0.0.0
2fu5	A	D	b.88.1.1	c.37.1.8
3ona	B	A	d.9.1.1	0.0.0.0
5ew5	E	A	0.0.0.0	0.0.0.0
5omn	B	C	0.0.0.0	b.1.1.1
5bjt	A	B	0.0.0.0	0.0.0.0
3mkr	A	B	0.0.0.0	0.0.0.0
5e6r	A	B	0.0.0.0	0.0.0.0
4m76	B	A	c.62.1.1	a.102.4.4
5bwa	B	A	0.0.0.0	0.0.0.0
3pl7	C	A	0.0.0.0	f.1.4.1
3zwl	B	E	0.0.0.0	0.0.0.0
3zwz	A	B	0.0.0.0	0.0.0.0
5jno	A	B	0.0.0.0	0.0.0.0
4lqw	D	A	a.73.1.1	0.0.0.0
5f93	C	A	b.1.1.1	0.0.0.0
2xns	B	D	0.0.0.0	0.0.0.0
3l9r	A	B	b.1.1.2:d.19.1.1	b.1.1.2
3beg	A	B	0.0.0.0	d.58.7.1
4aq8	C	A	0.0.0.0	0.0.0.0
3g9w	D	A	0.0.0.0	a.11.2.1:b.55.1.0
2ftx	B	A	d.300.1.2	d.300.1.1
3ije	B	A	0.0.0.0	b.1.15.0:b.1.15.0:b.1.15.0:b.69.8.1
2vdu	D	F	0.0.0.0	0.0.0.0
4hrn	C	B	0.0.0.0	0.0.0.0
5m59	C	D	0.0.0.0	0.0.0.0
3zyi	A	B	0.0.0.0	0.0.0.0
5v7p	A	D	0.0.0.0	0.0.0.0
5hpy	B	A	c.37.1.8	a.116.1.0
1kzg	A	B	a.87.1.1:b.55.1.1	c.37.1.8
4mq7	B	A	b.1.1.2	b.1.1.0:d.19.1.1
1mqs	A	B	e.25.1.1	0.0.0.0
5ius	C	A	0.0.0.0	b.1.1.1
3c59	B	A	j.6.1.1	0.0.0.0
3qf7	C	A	0.0.0.0	0.0.0.0
3zl4	H	L	0.0.0.0	b.1.1.0:b.1.1.2
1ol5	B	A	0.0.0.0	d.144.1.7
3cmo	L	H	b.1.1.0:b.1.1.2	b.1.1.2
3gs2	C	D	0.0.0.0	0.0.0.0
2zet	C	A	0.0.0.0	c.37.1.8
5lsi	D	E	0.0.0.0	0.0.0.0
1mbv	B	A	d.45.1.2	a.174.1.1
3d12	B	A	b.6.1.0	0.0.0.0
4gg8	F	E	0.0.0.0	0.0.0.0
2j3r	B	A	0.0.0.0	d.278.1.2
3o2s	A	B	0.0.0.0	0.0.0.0
1lof	B	A	0.0.0.0	b.29.1.1
3mjh	B	A	0.0.0.0	c.37.1.8
4rws	A	C	0.0.0.0	d.9.1.1
5m6x	B	A	c.37.1.0	a.116.1.1
5van	A	B	0.0.0.0	b.1.1.1
3s4w	A	B	0.0.0.0	0.0.0.0
5l9w	B	b	0.0.0.0	0.0.0.0
4zft	A	B	0.0.0.0	d.15.1.1
5bxv	A	B	d.86.1.1	0.0.0.0
4uow	K	L	0.0.0.0	0.0.0.0
4xl5	A	C	0.0.0.0	0.0.0.0
2wo3	A	B	b.18.1.4	b.6.1.5
4j38	B	A	0.0.0.0	0.0.0.0
3bn3	A	B	c.62.1.1	b.1.1.0:b.1.1.0
1g73	A	C	a.7.4.1	g.52.1.1
4m6w	A	B	0.0.0.0	0.0.0.0
2xtt	A	B	0.0.0.0	0.0.0.0
4wi0	A	B	b.2.2.2	a.139.1.0:b.3.2.0
3f7p	A	C	a.40.1.0:a.40.1.1	b.1.2.1:b.1.2.1
3v7d	C	D	0.0.0.0	0.0.0.0
1zm4	A	B	b.43.3.1:c.37.1.8:d.14.1.1:d.58.11.1:d.58.11.1	d.166.1.1
3s9d	A	B	a.26.1.3	b.1.2.1:b.1.2.1
1ta3	B	A	c.1.8.3	c.1.8.5
1euv	B	A	d.15.1.1	d.3.1.7
4c4p	B	A	0.0.0.0	c.37.1.0
4iw3	A	B	b.82.2.0	b.43.3.0:b.44.1.0:c.37.1.0
4b1u	B	M	0.0.0.0	0.0.0.0
3wof	U	V	0.0.0.0	0.0.0.0
2ccl	B	A	a.139.1.1	b.2.2.2
1ejm	A	B	b.47.1.2	g.8.1.1
2xb6	D	B	b.29.1.4	c.69.1.0:l.1.1.1
4yl8	A	B	a.11.2.1:b.55.1.5:d.15.1.4	0.0.0.0
5mfd	B	A	0.0.0.0	0.0.0.0
3fju	A	B	c.56.5.1	0.0.0.0
4drh	A	B	d.26.1.1	a.24.7.1
5tr8	H	L	0.0.0.0	b.1.1.0:b.1.1.2
4lhj	A	B	d.165.1.1	b.1.1.1
5ulf	A	B	d.20.1.1	d.15.1.1
3hhs	A	B	0.0.0.0	0.0.0.0
5g15	B	A	0.0.0.0	0.0.0.0
4uzy	A	B	0.0.0.0	0.0.0.0
3u73	A	U	g.14.1.1:g.3.11.1	g.7.1.0:g.7.1.0:g.7.1.0
5t51	A	B	0.0.0.0	0.0.0.0
2pf4	E	A	0.0.0.0	a.118.1.2
3ima	B	A	d.17.1.0	d.3.1.1
4qxf	B	E	0.0.0.0	g.3.9.1
4xwj	A	B	0.0.0.0	d.94.1.1
5k7u	A	B	0.0.0.0	0.0.0.0
1ggp	B	A	b.42.2.1:b.42.2.1	d.165.1.1
4bi8	A	B	0.0.0.0	0.0.0.0
4hlq	A	B	0.0.0.0	0.0.0.0
3d5s	C	A	a.7.17.1	a.102.4.4
3phx	A	B	0.0.0.0	d.15.1.0
4xhr	A	N	0.0.0.0	0.0.0.0
4qve	B	A	0.0.0.0	0.0.0.0
1k8r	A	B	c.37.1.8	d.15.1.5
2xwu	B	A	0.0.0.0	d.20.1.1
4hxd	B	A	0.0.0.0	d.15.1.1
5hy3	A	B	0.0.0.0	0.0.0.0
4a1s	B	E	0.0.0.0	0.0.0.0
1zvh	L	A	d.2.1.2	b.1.1.1
3ujl	B	A	0.0.0.0	0.0.0.0
3iol	A	B	0.0.0.0	0.0.0.0
4jhp	B	C	b.1.18.8	0.0.0.0
5jze	B	A	d.15.1.0	0.0.0.0
4qkx	A	B	0.0.0.0	0.0.0.0
5b3g	A	B	0.0.0.0	0.0.0.0
3qhy	A	B	e.3.1.1	b.69.5.2
1cd1	B	A	b.1.1.2	b.1.1.2:d.19.1.1
3kse	A	D	0.0.0.0	d.17.1.2
5af6	A	H	0.0.0.0	0.0.0.0
2efd	B	A	c.37.1.0	0.0.0.0
5xa5	A	B	0.0.0.0	0.0.0.0
5dud	A	B	0.0.0.0	0.0.0.0
2c35	B	A	b.40.4.5:d.230.1.1	a.60.8.2
5hpt	G	H	d.148.1.0	d.15.1.0
5f5s	A	B	a.118.30.1	0.0.0.0
4zxs	A	B	0.0.0.0	0.0.0.0
5usf	D	A	b.1.1.1	0.0.0.0
4etp	B	A	0.0.0.0	0.0.0.0
5v5h	B	A	0.0.0.0	0.0.0.0
4je3	B	A	0.0.0.0	0.0.0.0
3d65	I	E	g.8.1.0	b.47.1.2
3s90	C	A	0.0.0.0	a.24.9.1:a.24.9.1
1mee	I	A	d.40.1.1	c.41.1.1
1atn	D	A	d.151.1.1	c.55.1.1:c.55.1.1
5i2k	B	A	c.94.1.1	c.94.1.0
5y61	B	A	d.79.7.0	0.0.0.0
3htu	B	A	0.0.0.0	0.0.0.0
6b12	A	C	0.0.0.0	0.0.0.0
4aoq	A	D	0.0.0.0	0.0.0.0
5m2o	B	A	0.0.0.0	0.0.0.0
3pin	B	A	d.58.28.0	c.47.1.0
4c2w	A	D	d.144.1.0	0.0.0.0
4ckc	A	B	0.0.0.0	0.0.0.0
6apc	H	L	0.0.0.0	b.1.1.1:b.1.1.2
5m15	B	D	0.0.0.0	0.0.0.0
2uuy	B	A	g.8.1.3	b.47.1.2
3mn5	A	S	c.55.1.0:c.55.1.1	0.0.0.0
5wpa	B	A	0.0.0.0	0.0.0.0
1cc1	L	S	e.18.1.1	e.19.1.1
2pa8	D	L	0.0.0.0	0.0.0.0
3i29	B	A	b.42.4.1	b.47.1.2
1h4l	D	A	a.74.1.1	d.144.1.7
2hsm	A	B	0.0.0.0	a.45.1.2
5l6w	C	L	d.109.1.2	0.0.0.0
